,Sales ID,Sales Price,Machine ID,Model ID,datasource,Auctioneer ID,Year Made,MachineHours CurrentMeter,Usage Band,Sales date,Model Description,Base Model,Secondary Description,Model Series,Model Descriptor,Machine Size,Product Class Description,State of Usage,Product Group,Product Group Description,Driver System,Enclosure,Control,Touchpad Type,Control Type,Version,Transmission,Turbo Charged,Extra features,Machine Width,Clean Room,Engine Horsepower,Hydraulics,Push Block,Ripper,Scarifier,Tip Control,Screen Size,Coupler,Couple System,Grouser Tracks,Hydraulics Flow,Tupper Type,Screen Size.1,Stick Length,Thumb,Pattern Changer,Grouser Type,Backhoe Mounting,Blade Type,Travel Possibilities,Differential Type,Steering Controls
339,1140350,17500.0,572861,6265,121,3.0,2000,1539.0,Medium,4/29/2004 0:00,4810,4810,,,,,Type F - 2701.0+ Lb Operating Capacity,Michigan,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
"340,1140351,16000.0,1062311,6974,121,3.0,1000,0.0,,5/19/2011 0:00,120,120,,,,,Type A - 45.0 to 130.0 Horsepower,Texas,MG,Brazil,No,EROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,""13"""""",,,,,,,,,,,,,,,"
341,1140362,9000.0,1044556,10468,121,3.0,2003,505.0,Low,6/25/2009 0:00,EC25,EC25,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
342,1140367,12500.0,1069359,4603,121,3.0,1993,6924.0,Medium,9/7/2006 0:00,310D,310,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
343,1140369,10000.0,1012784,7261,121,3.0,1971,0.0,,4/6/2006 0:00,920,920,,,,,Type E - 90.0 to 100.0 Horsepower,North Dakota,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
344,1140373,13000.0,718073,1936,121,3.0,1989,7115.0,Medium,5/19/2005 0:00,790DLC,790,D,,LC,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,Oregon,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
345,1140376,18500.0,1051384,5879,121,3.0,1997,28112.0,High,2/25/2010 0:00,L330C,L330,C,,,Large,Type E - 350.0 to 500.0 Horsepower,Indiana,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
346,1140377,16500.0,1060892,8009,121,3.0,2002,616.0,Low,4/20/2006 0:00,250,250,,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,New York,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
347,1140390,5250.0,1005353,17305,121,3.0,1000,163.0,Low,3/23/2006 0:00,MT50,MT50,,,,,Type F - 701.0 to 976.0 Lb Operating Capacity,Kansas,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
348,1140393,62500.0,16869,3857,121,3.0,1991,6181.0,Low,12/18/2006 0:00,966F,966,F,,,Medium,Type E - 200.0 to 225.0 Horsepower,Alabama,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
349,1140396,23000.0,380903,3538,121,3.0,1998,3075.0,Medium,1/29/2004 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
350,1140399,14000.0,1040446,4603,121,3.0,1000,6867.0,Low,7/23/2009 0:00,310D,310,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
351,1140404,58000.0,730369,3807,121,3.0,2000,8467.0,High,4/20/2006 0:00,938G,938,G,,,Medium,Type E - 150.0 to 175.0 Horsepower,Mississippi,WL,Germany,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,3 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
352,1140405,12500.0,311211,7009,121,3.0,2003,2126.0,High,4/20/2006 0:00,226,226,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
353,1140409,14750.0,999981,28608,121,3.0,2004,399.0,Low,8/27/2010 0:00,PC27MR,PC27,MR,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
354,1140410,68000.0,534577,1453,121,3.0,2005,1877.0,Medium,4/12/2007 0:00,928GZ,928,G,,Z,Medium,Type E - 150.0 to 175.0 Horsepower,Florida,WL,Germany,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Manual,,,,,,,,,,,,,Standard,Conventional
355,1140411,10000.0,295162,7009,121,3.0,1999,7066.0,High,8/10/2006 0:00,226,226,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Virginia,SSL,France,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
356,1140413,36000.0,1028682,7944,121,3.0,1997,6349.0,Medium,9/30/2004 0:00,120,120,,,,Small,Type C - 12.0 to 14.0 Metric Tons,Minnesota,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
357,1140419,50000.0,695831,13801,121,3.0,2006,1418.0,Low,1/28/2010 0:00,D4GLGP,D4,G,,LGP,,Type D - 75.0 to 85.0 Horsepower,Illinois,TTT,Japan,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
358,1140421,53000.0,1042370,5893,121,3.0,2002,18196.0,High,5/17/2007 0:00,L90D,L90,D,,,Medium,Type E - 150.0 to 175.0 Horsepower,Texas,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
359,1140424,68000.0,200555,1597,121,3.0,1997,5007.0,Medium,4/15/2004 0:00,D5MXL,D5,M,,XL,Medium,Type D - 105.0 to 130.0 Horsepower,Colorado,TTT,Japan,,EROPS w AC,,,,,Standard,,,,,,4 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,
360,1140425,11000.0,1029824,17231,121,3.0,2007,120.0,Low,7/16/2009 0:00,323,323,,,,Mini,Type C - 0.0 to 2.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
361,1140426,41000.0,1013417,1545,121,3.0,1999,1255.0,Low,5/6/2004 0:00,D4CIIILGP,D4,C,III,LGP,,Type D - 75.0 to 85.0 Horsepower,Michigan,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
362,1140429,72000.0,832165,13832,121,3.0,2004,1068.0,Medium,12/14/2006 0:00,D5GXL,D5,G,,XL,,Type D - 85.0 to 105.0 Horsepower,Texas,TTT,Japan,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
363,1140434,26500.0,1053442,4642,121,3.0,2001,5130.0,Medium,2/19/2009 0:00,410G,410,G,,,,Type B - 15.0 to 16.0 Ft Standard Digging Depth,Texas,BL,USA,Two Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Standard,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
364,1140435,53000.0,1040955,22312,121,3.0,2005,559.0,Low,8/23/2007 0:00,650K,650,K,,,,Type D - 20.0 to 75.0 Horsepower,Alabama,TTT,Japan,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
365,1140442,141000.0,563007,23937,121,3.0,2000,7990.0,Medium,8/23/2007 0:00,160HNA,160,H,,,,Type A - 170.0 to 200.0 Horsepower,Michigan,MG,Brazil,No,EROPS w AC,,,,,Powershift,,None or Unspecified,14',High Profile,Variable,Base + 2 Function,None or Unspecified,Yes,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
366,1140443,9500.0,1061879,18619,121,3.0,2001,527.0,Low,11/17/2005 0:00,GE142,GE142,,,,Mini,Type C - 0.0 to 2.0 Metric Tons,Illinois,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
367,1140445,11000.0,1002061,18265,121,3.0,2004,502.0,Low,11/15/2007 0:00,MC90,MC90,,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,North Carolina,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
368,1140449,21500.0,1018113,1855,121,3.0,1995,8675.0,Medium,5/17/2007 0:00,450GLGP,450,G,,LGP,,Type D - 20.0 to 75.0 Horsepower,Texas,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
369,1140452,28500.0,1027307,4607,121,3.0,2006,2289.0,Medium,10/22/2010 0:00,310SG,310,SG,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Four Wheel Drive,OROPS,Yes,None or Unspecified,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
370,1140454,49000.0,1009071,5894,121,3.0,2005,0.0,,7/24/2009 0:00,L90E,L90,E,,,Medium,Type E - 150.0 to 175.0 Horsepower,Florida,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
371,1140459,19500.0,243290,7046,121,3.0,2001,2464.0,Medium,4/12/2007 0:00,304.5,304.5,,,,Mini,Type C - 4.0 to 5.0 Metric Tons,Iowa,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
372,1140463,93000.0,1058831,250,121,3.0,2001,1793.0,Medium,2/26/2004 0:00,D61PX-12,D61,PX,-12,,Medium,Type D - 130.0 to 160.0 Horsepower,Virginia,TTT,Japan,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
373,1140465,9500.0,1046062,17311,121,3.0,2004,1968.0,Medium,6/16/2011 0:00,S175,S175,,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,Virginia,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
374,1140466,10000.0,1032984,17474,121,3.0,1999,1040.0,Low,11/17/2005 0:00,LX865,LX865,,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,Indiana,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
375,1140469,53000.0,783819,3877,121,3.0,1000,7106.0,Low,4/12/2007 0:00,980C,980,C,,,Medium,Type E - 275.0 to 350.0 Horsepower,Florida,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
376,1140485,13500.0,1000868,22971,121,3.0,1996,10672.0,Medium,5/14/2009 0:00,EX400LC,EX400,,,LC,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,Alabama,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
377,1140486,11350.0,1020113,16770,121,3.0,2008,135.0,Low,2/3/2011 0:00,L2800D,L2800,D,,,,Type B - 0.0 to 14.0 Ft Standard Digging Depth,Texas,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
378,1140488,36000.0,33437,4124,121,3.0,1000,3794.0,Low,4/16/2009 0:00,D6D,D6,D,,,Medium,Type D - 130.0 to 160.0 Horsepower,Alabama,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
"379,1140491,37000.0,1028244,460,121,3.0,1996,13463.0,Medium,1/28/2010 0:00,PC300LC6,PC300,,LC,6,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,New Mexico,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,""11' 0"""""",None or Unspecified,None or Unspecified,Double,,,,,"
380,1140492,72000.0,980380,90,121,3.0,1994,24827.0,High,10/18/2007 0:00,980FII,980,F,II,,Medium,Type E - 275.0 to 350.0 Horsepower,Utah,WL,Germany,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
381,1140497,23000.0,1047549,4642,121,3.0,2005,4678.0,High,11/11/2010 0:00,410G,410,G,,,,Type B - 15.0 to 16.0 Ft Standard Digging Depth,Maryland,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
382,1140501,32000.0,1013480,26278,121,3.0,1994,4170.0,Low,8/24/2006 0:00,525,525,,,,Medium,Type E - 135.0 to 150.0 Horsepower,Michigan,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
383,1140503,37000.0,533883,1536,121,3.0,2004,906.0,Medium,3/22/2007 0:00,D3GXL,D3,G,,XL,,Type D - 20.0 to 75.0 Horsepower,Florida,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
384,1140508,59000.0,786899,3775,121,3.0,2002,2179.0,Low,6/14/2007 0:00,924G,924,G,,,,Type E - 120.0 to 135.0 Horsepower,Florida,WL,Germany,,OROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,Manual,,,,,,,,,,,,,Standard,Conventional
385,1140510,11000.0,1038372,18189,121,3.0,2005,10925.0,High,2/10/2011 0:00,ECR58,ECR58,,,,Mini,Type C - 5.0 to 6.0 Metric Tons,Montana,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,18 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
386,1140511,32500.0,1067818,415,121,3.0,1994,9443.0,High,5/20/2004 0:00,PC220LC6,PC220,,LC,6,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,North Carolina,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,Manual,None or Unspecified,Double,,,,,
387,1140513,67000.0,156006,24028,121,3.0,2004,9072.0,Medium,4/22/2010 0:00,345BIIL,345,B,II,L,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,Georgia,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
388,1140519,18000.0,1057549,25020,121,3.0,2000,1657.0,Low,6/29/2006 0:00,555E,555,,,E,,Type B - Unidentified,Kentucky,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
389,1140523,31500.0,607338,3538,121,3.0,2000,2460.0,Medium,7/15/2004 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
390,1140524,37000.0,1016417,4712,121,3.0,2000,2929.0,Medium,8/24/2006 0:00,550H,550,H,,,,Type D - 75.0 to 85.0 Horsepower,Kentucky,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
391,1140525,72000.0,134305,2768,121,3.0,1995,14002.0,High,6/16/2005 0:00,D7HII,D7,H,II,,Large,Type D - 190.0 to 260.0 Horsepower,Georgia,TTT,Japan,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Semi U,None or Unspecified,,
392,1140527,72000.0,1053434,4754,121,3.0,2002,2784.0,Low,9/10/2009 0:00,644H,644,H,,,Medium,Type E - 175.0 to 200.0 Horsepower,Idaho,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
393,1140536,40000.0,117445,28637,121,3.0,2002,11778.0,High,6/25/2009 0:00,PC400LC5LC,PC400,LC,5,LC,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,California,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
394,1140540,6000.0,1004908,9552,121,3.0,2001,1316.0,Low,12/15/2010 0:00,773,773,,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,Hawaii,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
395,1140546,38500.0,1005830,3170,121,3.0,2004,2197.0,Medium,8/20/2009 0:00,580K,580,K,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Ohio,BL,USA,,EROPS w AC,,,,,Hydrostatic,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1140549,19500.0,62359,7255,121,3.0,1999,2820.0,Medium,6/1/2006 0:00,906,906,,,,Compact,Type E - 60.0 to 80.0 Horsepower,Louisiana,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,3 Valve,,,,,None or Unspecified,Hydraulic,,,,,,,,,,,,,Standard,Conventional
397,1140550,11500.0,1062099,9118,121,3.0,1000,0.0,,6/25/2009 0:00,WA400,WA400,,,,Medium,Type E - 200.0 to 225.0 Horsepower,North Carolina,WL,Germany,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
398,1140552,33000.0,1012774,4701,121,3.0,1997,0.0,,10/4/2007 0:00,544H,544,H,,,,Type E - 120.0 to 135.0 Horsepower,Georgia,WL,Germany,,EROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
399,1140553,11000.0,1007370,22072,121,3.0,2005,926.0,Medium,4/17/2009 0:00,317,317,,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,Maryland,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
400,1140565,29500.0,1062837,492,121,3.0,1000,5643.0,High,5/17/2007 0:00,PC400LC3,PC400,,LC,3,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,Texas,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,36 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
401,1140566,32000.0,1023454,4228,121,3.0,1992,847.0,Low,2/12/2004 0:00,EL300B,EL300,B,,,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,Utah,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
"402,1140569,57000.0,1035975,3357,121,3.0,1985,0.0,,5/4/2006 0:00,12G,12,G,,,,Type A - 130.0 to 145.0 Horsepower,California,MG,Brazil,No,OROPS,,,,,None or Unspecified,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,Yes,Yes,None or Unspecified,None or Unspecified,""15.5"""""",,,,,,,,,,,,,,,"
403,1140577,43000.0,1026254,15142,121,3.0,1000,10483.0,Low,6/17/2004 0:00,EX550LC,EX550,,,LC,Large / Medium,Type C - 50.0 to 66.0 Metric Tons,California,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
404,1140578,89000.0,998796,11256,121,3.0,2002,2764.0,Medium,3/9/2006 0:00,1850K,1850,K,,,Medium,Type D - 160.0 to 190.0 Horsepower,Florida,TTT,Japan,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,
405,1140583,15000.0,393391,7019,121,3.0,2003,1033.0,Medium,10/19/2006 0:00,246,246,,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,Missouri,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
406,1140584,95000.0,1049022,23623,121,3.0,2000,7543.0,High,12/1/2005 0:00,PC400LC6LK,PC400,LC,6,LK,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,Colorado,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
407,1140588,73000.0,1063590,4035,121,3.0,1000,48.0,Low,2/25/2010 0:00,D10N,D10,N,,,Large,Type D - 260.0 + Horsepower,Arizona,TTT,Japan,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,Multi Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Lever,,
408,1140590,61000.0,619883,23162,121,3.0,2007,2338.0,High,11/4/2010 0:00,312CL,312,C,,L,Small,Type C - 12.0 to 14.0 Metric Tons,Texas,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,Yes,Triple,,,,,
"409,1140591,64000.0,216497,1263,121,3.0,1998,9201.0,Medium,7/28/2005 0:00,330BL,330,B,,L,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,Virginia,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,""12' 8"""""",None or Unspecified,Yes,Double,,,,,"
410,1140593,11000.0,1058760,9049,121,3.0,1000,0.0,,12/14/2006 0:00,PC220,PC220,,,,Large / Medium,Type C - 21.0 to 24.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
411,1140595,28000.0,1042248,3350,121,3.0,1974,0.0,,10/6/2005 0:00,120G,120,G,,,,Type A - 45.0 to 130.0 Horsepower,Florida,MG,Brazil,No,OROPS,,,,,None or Unspecified,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
412,1140597,78000.0,778212,1623,121,3.0,2002,6137.0,High,8/11/2005 0:00,D6MLGP,D6,M,,LGP,Medium,Type D - 130.0 to 160.0 Horsepower,Florida,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,None or Unspecified,,
413,1140604,36000.0,15647,1536,121,3.0,2004,1575.0,High,4/12/2007 0:00,D3GXL,D3,G,,XL,,Type D - 20.0 to 75.0 Horsepower,Florida,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
"414,1140613,20500.0,1037411,3415,121,3.0,1000,12524.0,Low,3/23/2007 0:00,235C,235,C,,,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,Oklahoma,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,36 inch,""9' 6"""""",Manual,None or Unspecified,Triple,,,,,"
415,1140614,57000.0,1062092,77,121,3.0,1997,12682.0,Medium,1/26/2006 0:00,950FII,950,F,II,,Medium,Type E - 150.0 to 175.0 Horsepower,Florida,WL,Germany,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,Manual,,,,,,,,,,,,,Standard,Conventional
416,1140622,28000.0,1009344,11618,121,3.0,2000,7541.0,Medium,11/18/2010 0:00,EX330LC5,EX330,,LC,5,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,New York,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
417,1140623,18000.0,1025753,4794,121,3.0,1995,5811.0,Medium,12/15/2005 0:00,710D,710,D,,,,Type B - 16.0 + Ft Standard Digging Depth,West Virginia,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
418,1140628,7500.0,1020175,17234,121,3.0,2002,2161.0,Low,6/25/2009 0:00,328D,328,D,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Maryland,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
